Indeks;Första år;Sista år;Finsk släkt;Förnamn;Efternamn;Släktbelägg;Ort;Nuv. Socken;Län;Arkivkälla;Källspecifikation;2:a källa;Uppg.-lämn;Kommentarer;;
5579;1740;;Tossavainen;Ola;Olsen;Torskes;Østenheden;Trysil;No;SAH:SØSS;tb 740;LB;;;;
5580;1744;;Tossavainen;Anders;Olsen;Torsch;Røbuknappen;Trysil;No;SAH:SØSS;skifteprot. 744;;BH;;;
5581;1784;;Tossavainen;;;Tosker;;Trysil;No;;;Smith:251;;37: Belägget är i flertalsform.;;
5582;1821;;Tossavainen;Olof;Bertilsson;Tossavainen;Järpliden;S Finnskoga;S;SKS;Gottlundiana;Gtl2:372;;;;
5583;1821;;Tossavainen;Bertil;Pålsson;Tossavainen;Järpliden;S Finnskoga;S;SKS;Gottlundiana;Gtl2:372;;;;
5584;1821;;Tossavainen;Bertil;Bertilsson;Tossavainen;Järpliden;S Finnskoga;S;SKS;Gottlundiana;Gtl2:372;;;;
5585;1821;;Tossavainen;;;Tossavainen;Bakken;Åsnes Finnskog;No;FRA:SHS;Gottlund VII:9:8;Gtl4:202;;;;
5586;1821;;Tossavainen;;;Tossavainen;Järpliden;S Finnskoga;S;FRA:SHS;Gottlund VII:9:8;Gtl4:59ff;;;;
5587;1821;;Tossavainen;;;Tossavainen;Kynndalen;Våler Finnskog;No;FRA:SHS;Gottlund VII:9:8;Gtl4:208;;;;
5588;1821;;Tossavainen;;;Tossavainen;Uggelheden;N Finnskoga;S;FRA:SHS;Gottlund VII:9:8;Gtl4:44;;;;
5589;16/1700-t;;Tossavainen;;;Tåssavado;Tandsjö;Los;X;;;S:52;;;;
5590;1600-t;;Tossavainen;Sigfrid ;Mårtensson;Tossavainen;Fågelsjö;Los;X;FRA:SHS;Gottlund VII:9:9;Gtl3:134;;;;
5591;1600-t;;Tossavainen;Sigfrid ; ;Tossavainen;Fågelsjö;Los;X;SKS;Gottlundiana;Gtl1:187;;;;
5592;1700-t;;Tossavainen;Petter;Persson;Tossavainen;Lill-Tandsjö;Los;X;SKS;Gottlundiana;Gtl1:190;;;;
5593;1700-t;;Tuppulainen;Johan;Matsson;Tuppulainen;Sigfridstorp;Glava;S;SKS;Gottlundiana;Gtl2:51;;;;
5594;1615;1659;Tuppurainen;Lars;;Tupp;N Hörken;Ljusnarsberg;W;SRA:LH:Gränge;bl 615;;LOH;;;
5595;1620;;Tuppurainen;Lars;;Toppe;N Hörken;Ljusnarsberg;W;SRA:LH:Gränge;bl 620;;LOH;;;
5596;1637;;Tuppurainen;Lars;;Toppelan;N Hörken;Ljusnarsberg;T;ULA:Ljusnarsberg KB;fb 637;;LOH;;;
5597;1638;;Tuppurainen;Göran;;Tåpp;Hamraheden;Hedemora;W;SRA:LR:Hedemora;til 638;LB;;;;
5598;1639;;Tuppurainen;Lars;;Toppe;Hörken;Ljusnarsberg;T;ULA:Ljusnarsberg KB;fb 639;;LOH;;;
5599;1639;;Tuppurainen;Lars;;Tuppe;Sunnansjö;Grangärde;W;SRA:SHR:Gränge;domb 639 ren;;LOH;;;
5600;1649;;Tuppurainen;Erik;Eriksson;Tupp;Nya Kopparberg;Ljusnarsberg;T;ULA:BMÄ:N Kopp;bergslagsboken 649;;MF;;;
5601;1656;;Tuppurainen;Lars;;Top;;Ljusnarsberg;T;ULA:Ljusnarsberg KB;kyrä 656;;LOH;;;
5602;1659;;Tuppurainen;Lars;;Tupp;;Ljusnarsberg;T;ULA:Ljusnarsberg KB;kyrä 659;;LOH;;;
5603;1660;1669;Tuppurainen;Kristoffer;;Top;N Lekvattnet;Lekvattnet;S;SRA:LR:Fryksände;til 660;;JEB;;;
5604;1661;1676;Tuppurainen;Marina;Andersdotter;Trolltoppa;;Ljusnarsberg;T;SRA:SHR:N Kopp;domb 661 ren;;LOH;;;
5605;1662; ;Tuppurainen;Börita;Pålsdotter;Topp;Rådomsskogen;Fryksände;S;VA:Fryksdal HR;domb h662; ;JEB;;;
5606;1667;;Tuppurainen;Kristoffer;;Topp;N Lekvattnet;Lekvattnet;S;SRA:LR:Fryksände;til 667;;JEB;;;
5607;1668;;Tuppurainen;Kristoffer;;Topp;Runnsjön;Östmark;S;SRA:LR:Fryksände;til 668,669;;JEB;;;
5608;1673;1690;Tuppurainen;Lars;;Topp;Kloten;Ramsberg;T;SRA:LR:Ramsberg;til 673;;JEB;;;
5609;1673;;Tuppurainen;Mats;;Tupp;Nya Kopparberg;Ljusnarsberg;T;ULA:BMÄ:N Kopp;dagsverksl 673;;MF;;;
5610;1676; ;Tuppurainen;Marina;;Toppa;Fallet;Ljusnarsberg;T;ULA:Ljusnarsberg KB;db 676;;LOH;;;
5611;1676;1704;Tuppurainen;Anders;;Toppe;Kyrkskogen;Köla;S;SRA:LR:Köla;mtl 676,til 701,704; ;JEB;;;
5612;1676;;Tuppurainen;Anders;;Tuppe;Kyrkskogen;Köla;S;SRA:LR:Köla;mtl 678;B;GB;;;
5613;1679;;Tuppurainen;Lars; ;Topp;;Ramsberg;T;ULA:Ramsberg KB;fb 679;;LOH;;;
5614;1679;;Tuppurainen;Anders;;Toppe;Kyrkskogen;Köla;S;KrA:Köla;ro 679;;JEB;;;
5615;1682;;Tuppurainen;Lars;;Top;Lövåsen;Ramsberg;T;ULA:Ramsberg KB;hfl 682;;LOH;;;
5616;1682;1704;Tuppurainen;Johan;;Toppe;Gränsjön;Älgå;S;SRA:LR:Älgå;mtl 682;B;GB;;;
5617;1684; ;Tuppurainen;Lars;;Top;Lövåsen;Ramsberg;T;ULA:Ramsberg KB;fb 684;;LOH;;;
5618;1684;;Tuppurainen;Johan;;Toppe;Gränsjön;Älgå;S;SRA:LR:Älgå;til 684;;JEB;;;
5619;1690;;Tuppurainen;Lars;;Tupp;Lövåsen;Ramsberg;T;ULA:Linde HR;domb 690;;LOH;;;
5620;1691;;Tuppurainen;Anders;Olsson;Toppe;Kyrkskogen;Köla;S;SRA:LR:Köla;mtl 691;B;GB,JEB;;;
5621;1691;;Tuppurainen;Johan;;Toppe;Sigfridstorp;Glava;S;SRA:LR:Glava;mtl 691,693,694;B;GB;;;
5622;1693;;Tuppurainen;Anders;;Tupp;Kyrkskogen;Köla;S;SRA:LR:Köla;mtl 693;B;GB;;;
5623;1693; ;Tuppurainen;Pål;Matsson;Topp;Glasnäset;Älgå;S;SRA:LR:Älgå;mtl 693;B;GB;;;
5624;1703;1704;Tuppurainen;Kristoffer;;Topp;Järpliden;S Finnskoga;S;SRA:LR:Dalby;mtl 703;;JM/NP;;;
5625;1704;;Tuppurainen;Johan;;Toppe;Sigfridstorp;Glava;S;SRA:LR:Älgå;til 704;;JEB;;;
5626;1704;;Tuppurainen;Kristoffer;;Tupp;Järpliden;S Finnskoga;S;VA:Älvdal HR;domb h704;;JEB;;;
5627;1710;;Tuppurainen;Nils;Jonson;Tuppe;Grundsjön;Nordmark;S;VA:Färnebo HR;domb 710;;MF;;;
5628;1716;;Tuppurainen;Anders;;Tuppe;Ö Elgestad;Köla;S;SRA:LR:Köla;mtl 716;B;JEB;;;
5629;1720;;Tuppurainen;Olof;Kristoffersson;Topp;Djäkneliden;S Finnskoga;S;VA:Dalby KB;db 720; ;JM;;;
5630;1722;;Tuppurainen;Olof;;Topp;Djäkneliden;S Finnskoga;S;VA:Älvdal HR;domb 722;LB;;;;
5631;1721;;Turpeinen/Turpoinen;Samuel;;Tårpan;Omsjön;Rämmen;S;VALA:GHR:Färnebo;domb 721 ren;;MF;;;
5632;1737;1762;Turpeinen/Turpoinen;Henrik;;Turben;;;No;SAH:Hof KB;fb 737;;JM;;;
5633;1751; ;Turpeinen/Turpoinen;Henrik;Henriksson;Turben;Mackartjärn;S Finnskoga;S;VA:Dalby KB;fb 751,752,vb 752;;JEB,JM;;;
5634;1762;;Turpeinen/Turpoinen;Henrik;Henriksen;Turbeen;Maliberget;Hof Finnskog;No;SAH:SØSS;pb 762;;JM;;;
5635;1821;;Turpeinen/Turpoinen;;;Turpiainen;Röjden;S Finnskoga;S;FRA:SHS;Gottlund VII:9:8;Gtl4:69;;;;
5636;1821;;Turpeinen/Turpoinen;;;Turpiainen;Turbeinstorpet;Hof Finnskog;No;FRA:SHS;Gottlund VII:9:8;Gtl4:200;;;;
5637;1600-t;;Turpeinen/Turpoinen;Pål;Larsson;Turpoinen;Säfsen;Säfsnäs;W;FRA:SHS;Gottlund VII:9:9;Gtl3:136;;;;
5638;1600-t;;Turpeinen/Turpoinen;Erik;Pålsson;Turpoinen;Säfsen;Säfsnäs;W;FRA:SHS;Gottlund VII:9:9;Gtl3:136;;;;
5639;1600-t;;Turpeinen/Turpoinen;Erik;Henriksson;Turpoinen;Flatberget;Nås;W;FRA:SHS;Gottlund VII:9:9;Gtl3:136;;;;
5640;1671;1715;Tysk/Tyyskä;Pål;;Tydsch;;Grue Finnskog;No;SAH:SØSS;tb 671;;JM;;;
5641;1671;;Tysk/Tyyskä;Pål;;Tyscher;;;No;SAH:SØSS;tb 671;;AN;;;
5642;1686;;Tysk/Tyyskä;Pål;Henriksen;Tysk;Rotneberget;Grue Finnskog;No;NRA:DK;finnemtl 686;Fm:95;;;;
5643;1692; ;Tysk/Tyyskä;Mattis;;Tydsk;;;No;SAH:Vinger KB;kb 692,693;;FS;;;
5644;1693;;Tysk/Tyyskä;Pål;;Tydsch; ; ;No;NRA:FR:Grue;ti 693;;SH;;;
5645;1694;;Tysk/Tyyskä;Pål;;Thydsch;;Grue Finnskog;No;SAH:SØSS;tb 694;;PF;;;
5646;1694;1700;Tysk/Tyyskä;Erik;;Thydsch;;Grue Finnskog;No;SAH:SØSS;tb 694;;PF;;;
5647;1694;;Tysk/Tyyskä;Erik;;Thydsk;Grue Finnskog;Grue Finnskog;No;SAH:SØSS;tb 694;;PF;;;
5648;1696;;Tysk/Tyyskä;Pål;;Thydsch;;;No;SAH:SØSS;tb 696;;AN;;;
5649;1700;;Tysk/Tyyskä;Pål;;Tysch;Rotneberget;Grue Finnskog;No;NRA:SA;sfmtl 700;Fk 96:1;;;;
5650;1700;;Tysk/Tyyskä;Erik;;Tysch;Rotneberget;Grue Finnskog;No;NRA:SA;sfmtl 700;Fk 96:1;;;;
5651;1707;;Tysk/Tyyskä;Pål;;Thedsch;;Grue Finnskog;No;SAH:SØSS;tb 707;;PF;;;
5652;1715;;Tysk/Tyyskä;Pål;;Tysch;Rotberget;Grue Finnskog;No;SAH:Hof KB;tb 715;;JM;;;
5653;1731;1732;Tysk/Tyyskä;Lars;;Tysk;Barlingshult;Silbodal;S;SRA:LR:Sillbodal;mtl 731,732;B;JEB;;;
5654;1735;;Tysk/Tyyskä;Per;;Tydsk;Tysketorpet;Grue Finnskog;No;SAH:SØSS;tb 735;;JM;;;
5655;1735;1738;Tysk/Tyyskä;Henrik;;Tydsk;Rotneberget;Grue Finnskog;No;SAH:SØSS;tb 735;;JM;;;
5656;1738; ;Tysk/Tyyskä;Henrik;;Tysk;Dalbyskogen;;S;VA:Fryksdal HR;domb h738;A;;;;
5657;1821;;Tysk/Tyyskä;;;Tysk;Långsjöhöjden;Lekvattnet;S;FRA:SHS;Gottlund VII:9:8;Gtl4:143;;;;
5658;1821;;Ukkoinen;;;Ukkoinen;Kölsjön;Hassela;X;FRA:SHS;Gottlund VII:9:8;Gtl4:213;;;;
5659;1821;;Ukkoinen;;;Ukkoinen;N Viggen;Nyskoga;S;FRA:SHS;Gottlund VII:9:8;Gtl4:165;;;;
5660;1823;;Ukkoinen;Kari;Andersdotter;Ukkoinen;Kölsjön;Hassela;X;FRA:SHS;Gottlund VII:9.8;;MW;;;
5661;1821;;Uotinen;;;Uotinen;Kösstorp;Bogen;S;FRA:SHS;Gottlund VII:9:8;Gtl4:193;;;;
5662;1821;;Uotinen;;;Uotinen;N Lekvattnet;Lekvattnet;S;FRA:SHS;Gottlund VII:9:8;Gtl4:140f;;;;
5663;1664; ;Urpiainen;Anders;;Urbian;Fagerstad;Gräsmark;S;SRA:LR:Sunne;mtl 664;B;GB,JEB;;;
5664;1669;1694;Urpiainen;Erik;;Urbian;Åsteby ägor;Vitsand;S;SRA:LR:Fryksände;til 669;;JEB;;;
5665;1689;;Urpiainen;Erik;;Urbian;;;S;VA:Älvdal HR;domb v689,h692;;JEB;;;
5666;1689;;Urpiainen;Erik;Mickelsson;Urbian;Skallbäcken;S Finnskoga;S;VA:Älvdal HR;domb v689,v690;;JEB;;;
5667;1694;;Urpiainen;Erik;;Urbiansson;Skallbäcken;S Finnskoga;S;SRA:LR:Dalby;mtl 694;;JM/NP;;;
5668;1701;1724;Urpiainen;Per;;Urbian;Mangen;Vitsand;S;VA:Fryksdal HR;domb vh701; ;JM;;;
5669;1704;;Urpiainen;Per;;Urbian;Mangen;Vitsand;S;SRA:LR:Fryksände;mtl 704;;JM/NP;;;
5670;1706;;Urpiainen;Per;;Urbiansson;Mangen;Vitsand;S;SRA:LR:Fryksände;mtl 706-710;;JM/NP;;;
5671;1713;;Urpiainen;Per;;Urbian;Mangen;Vitsand;S;VA:Fryksände KB;fb 713,717,db 724;;JEB,NP;;;
5672;1714;;Urpiainen;Per;;Urbian;Mangen;Vitsand;S;SRA:LR:Fryksände;til 714;;GB;;;
5673;1714;1723;Urpiainen;Henrik;;Urbian;Norviggen;Nyskoga;S;ULA:ÖLA;kontrib 714;;JEB;;;
5674;1720;;Urpiainen;Henrik;;Urbian;Överbyns ägor;Vitsand;S;VA:Fryksdal HR;domb h720; ;JM;;;
5675;1721;1755;Urpiainen;Johan;;Urbian;Brunnberg;Ekshärad;S;VA:Älvdal HR;domb v721;;JEB;;;
5676;1721;;Urpiainen;Johan;;Urbian;Brunnberg;Ekshärad;S;VA:Älvdal HR ;domb 720,721,740;;LOH;;;
5677;1723;;Urpiainen;Henrik;;Urbian;Mangen;Vitsand;S;VA:Fryksände KB;db 723;;JEB,NP;;;
5678;1723;;Urpiainen;Henrik;;Urbian;Mangen;Vitsand;S;VA:Fryksände KB;vb 723;;JEB,NP;;;
5679;1723;;Urpiainen;Johan;;Urbiansson;Brunnberg;Ekshärad;S;VA:Älvdal HR;domb v723;;JEB;;;
5680;1731;;Urpiainen;Tomas;Persson;Urbian;Svarthultet;Vitsand;S;VA:Fryksdal HR;domb h731,h732,h733;A;;;;
5681;1740;;Urpiainen;Johan;;Orbejan;Brunnberg;Ekshärad;S;VA:Älvdal HR;bou 740;;JEB;;;
5682;1741; ;Urpiainen;Tomas;;Urbian;;;S;VA:Fryksände KB;fb 741;;JEB,NP;;;
5683;1742;1750;Urpiainen;Erik;;Urbian;Mosshöjden;Vitsand;S;VA:Fryksände KB;fb 742,746,747;;JEB,NP;;;
5684;1748;;Urpiainen;Erik;;Urbian;Millmarkskogen;Östmark;S;VA:Fryksände KB;fb 748;;JEB,NP;;;
5685;1750;;Urpiainen;Erik;;Urbian;Mosshöjden;Vitsand;S;VA:Fryksände KB;hfl 750;;JM,NP;;;
5686;1750; ;Urpiainen;Henrik;;Urbian;Tvärberget;Östmark;S;VA:Fryksände KB;hfl 750;;JM,NP;;;
5687;1770;1786;Urpiainen;Henrik;;Urbian;;;S;VA:Fryksände KB;fb 770;;JEB,NP;;;
5688;1774; ;Urpiainen;Erik;Eriksson;Urbian;Kindsjön;S Finnskoga;S;VA:Ekshärad KB;lysn 774;;JM;;;
5689;1786;;Urpiainen;Henrik;;Urbian;S Röjdåsen;Östmark;S;VA:Östmark KB;db 786;;JEB;;;
5690;16/1800-t;;Urpiainen;;;Orbis;Torpvallen;Ekshärad;S;;;Ax2:84;;;;
5691;1661;1672;Utriainen;Lars;;Utrian;Röjdåsen;Östmark;S;SRA:LR:Fryksände;til 661;;JEB;;;
5692;1662;;Utriainen;Lars;;Utrian;N Röjdåsen;Östmark;S;SRA:LR:Fryksände;til 662,668;;JEB;;;
5693;1672;;Utriainen;Lars;;Ottrian;N Röjdåsen;Östmark;S;SRA:LR:Fryksände;mtl 672;;JM/NP;;;
5694;1674;1676;Utriainen;Göran;;Utter;Skärfjällen;Rämmen;W;SRA:LR:Äppelbo;mtl 674,676;;LOH;;;
5695;1681;1691;Utriainen;Johan;;Udtran;Järpliden;S Finnskoga;S;SAH:SØSS;tb 681;;JM;;;
5696;1682;;Utriainen;Johan;;Otter;Järpliden;S Finnskoga;S;VA:Älvdal HR;domb v682;;JEB;;;
5697;1683; ;Utriainen;Erik;;Utter;Millsjön;Malung;W;ULA:Malung TL;domb 683;B;LOH;;;
5698;1687;;Utriainen;Johan;;Otter;Djäkneliden;S Finnskoga;S;SRA:LR:Dalby;mtl 687,688,689,690,691;;JM/NP;;;
5699;1687;1708;Utriainen;Erik;;Otter;Järpliden;S Finnskoga;S;SRA:LR:Dalby;mtl 687,690,91,92,93,94,95;;JM/NP;;;
5700;1687;1696;Utriainen;Kristoffer;;Otter;Järpliden;S Finnskoga;S;VA:Dalby KB;kyrä 687;;JM;;;
5701;1690;;Utriainen;Johan;;Otter;Djäkneliden;S Finnskoga;S;VA:Älvdal HR;domb v690;;JEB,JM;;;
5702;1690;;Utriainen;Kristoffer;;Otter;Djäkneliden;S Finnskoga;S;SRA:LR:Dalby;mtl 690,91,92,93,94,95,96;;JM/NP;;;
5703;1691;1696;Utriainen;Göran;Göransson;Utter;;Malung;W;SRA:LR:Malung;mtl 691,696;;LOH;;;
5704;1691;1715;Utriainen;Anders;;Otter;Gränsjön;Älgå;S;SRA:LR:Älgå;mtl 691,716;B;JEB;;;
5705;1691;;Utriainen;Anders;;Otter;Grässjön;Älgå;S;SRA:LR:Älgå;mtl 691,693,694;B;GB;;;
5706;1694; ;Utriainen;Nils;;Otter;Glasnäset;Älgå;S;SRA:LR:Älgå;mtl 694;B;GB;;;
5707;1700; ;Utriainen;Erik;;Ottrian;Järpliden;S Finnskoga;S;VA:Älvdal HR;domb 700,721,723;LB;;;;
5708;1703; ;Utriainen;Olof;;Uttrian;;S Finnskoga;S;VA:Dalby KB;fb 703;;JEB,JM,NP;;;
5709;1706;;Utriainen;Erik;;Ottrian;Järpliden;S Finnskoga;S;VA:Älvdal HR;domb v706,h708,v709,h709;;JEB;;;
5710;1707;1716;Utriainen;Mats;;Otter;Djäkneliden;S Finnskoga;S;SRA:LR:Dalby;mtl 707;;JM/NP;;;
5711;1708;;Utriainen;Erik;;Utrian;Järpliden;S Finnskoga;S;SAH:SØSS;tb 708;;JM;;;
5712;1714;;Utriainen;Anders;;Utter;Gränsjön;Älgå;S;ULA:ÖLA;kontrib 714;;JEB;;;
5713;1715;;Utriainen;Anders;;Utter;Gränsjön;Älgå;S;ULA:ÖLA;kontrib 715;;JEB;;;
5714;1715; ;Utriainen;Per;;Oetter;Medskog;S Finnskoga;S;SRA:LR:Dalby;mtl 715;;JEB;;;
5715;1716; ;Utriainen;Mats;Johansson;Uttrian;Järpliden;S Finnskoga;S;VA:Dalby KB;hfl 716;;JM,NP;;;
5716;1724;1735;Utriainen;Erik;;Ottrian;Järpliden;S Finnskoga;S;VA:Dalby KB;hfl 724;;JM,NP;;;
5717;1733;;Utriainen;Erik;Eriksson;Ottrijan;;;S;VA:Älvdal HR;domb 733;LB;;;;
5718;1733;;Utriainen;Erik;;Otterjans;;;S;VA:Älvdal HR;domb 734;LB;;;;
5719;1735;;Utriainen;Erik;;Otterian;;;S;VA:Älvdal HR;domb 735;LB;;;;
5720;1821;;Utriainen;;;Utriainen;Dypåsen;S Finnskoga;S;FRA:SHS;Gottlund VII:9:8;Gtl4:74f;;;;
5721;16/1700-t;;Utriainen;;;Odriosia;;S Finnskoga;S;;;Ax1:159;;;;
5722;16/1700-t;;Utriainen;Mats;Johansson;Utriainen;Djäkneliden;S Finnskoga;S;SKS;Gottlundiana;Gtl2:368;;;;
5723;1700-t;;Utriainen;Olof;Matsson;Utriainen;Kärrbackstrand;N Finnskoga;S;SKS;Gottlundiana;Gtl2:368;;;;
5724;1700-t;;Utriainen;Johan;Matsson;Utriainen;Dypåsen;S Finnskoga;S;SKS;Gottlundiana;Gtl2:368;;;;
5725;1658;;Vahainen;Henrik;;Wahanen;Mangen;Fryksände;S;SRA:LR:Fryksände;til 658;;JEB;;;
5726;1664;;Vahainen;Johan;;Wahn;Tväråna;Östmark;S;SRA:LR:Fryksände;til 664;;JEB;;;
5727;1600-t;;Vahainen;Olof;Larsson;Vahanga;Rönnbacken;Ockelbo;X;SOFI;2672:2X;;MW;;;
5728;1729;;Vaininen;Erik;;Waijen;Järpliden;S Finnskoga;S;VA:Älvdal HR;domb 729;;JEB;;;
5729;1821;;Vaininen;;;Vainoinen;Karttorp;Lekvattnet;S;FRA:SHS;Gottlund VII:9:8;Gtl4:132;;;;
5730;1635;;Vaissinen/Väisäinen;Tomas;;Weissen;;Ljusnarsberg;T;ULA:Ljusnarsberg KB;kyrä 635;;LOH;;;
5731;1640; ;Vaissinen/Väisäinen;Tomas;;Vaisen;;Ljusnarsberg;T;ULA:Ljusnarsberg KB;kyrä 640;;LOH;;;
5732;1663;;Vaissinen/Väisäinen;Johan;;Waijser;Axland;Bogen;S;SRA:LR:Gunnarskog;til 663;B;GB;;;
5733;1663;;Vaissinen/Väisäinen;Johan;;Wäijser;Axland;Bogen;S;SRA:LR:Gunnarskog;til 663;;JEB;;;
5734;1673; ;Vaissinen/Väisäinen;Henrik;;Weiser;St Tomsjön;Hällefors;T;ULA:Grythyttan HR;domb h673;;LOH;;;
5735;1686; ;Vaissinen/Väisäinen;Erik;Andersen;Vaisen;Øyern;Brandval Finnskog;No;NRA:DK;finnemtl 686;Fm:100;;;;
5736;1686; ;Vaissinen/Väisäinen;Erik;Andersen;Vaisön;Øyern;Brandval Finnskog;No;SAH:SØSS;tb 686;;JM;;;
5737;1686; ;Vaissinen/Väisäinen;Anders;Andersen;Vaisen;Øyern;Brandval Finnskog;No;NRA:DK;finnemtl 686;Fm:100;;;;
5738;1686; ;Vaissinen/Väisäinen;Anders;Andersen;Vaisön;Øyern;Brandval Finnskog;No;SAH:SØSS;tb 686;;JM;;;
5739;1686; ;Vaissinen/Väisäinen;Tomas;Andersen;Voissen;Øyern;Brandval Finnskog;No;NRA:DK;finnemtl 686;Fm:101;;;;
5740;1686; ;Vaissinen/Väisäinen;Tomas;Andersen;Vaisön;Øyern;Brandval Finnskog;No;SAH:SØSS;tb 686;;JM;;;
5741;1686; ;Vaissinen/Väisäinen;Per;Andersen;Voissen;Øyern;Brandval Finnskog;No;NRA:DK;finnemtl 686;Fm:101;;;;
5742;1686; ;Vaissinen/Väisäinen;Per;Andersen;Vaisön;Øyern;Brandval Finnskog;No;SAH:SØSS;tb 686;;JM;;;
5743;1686;1715;Vaissinen/Väisäinen;Pål;Andersen;Voissen;Øyern;Brandval Finnskog;No;NRA:DK;finnemtl 686;Fm:101;;;;
5744;1686; ;Vaissinen/Väisäinen;Pål;Andersen;Vaisön;Øyern;Brandval Finnskog;No;SAH:SØSS;tb 686;;JM;;;
5745;1686; ;Vaissinen/Väisäinen;Pål;Danielsen;Voissen;Gravberget;Våler Finnskog;No;NRA:DK;finnemtl 686;Fm:112;;;;
5746;1686;;Vaissinen/Väisäinen;Pål;Danielsen;Vaisen;Risberget;Våler Finnskog;No;SAH:SØSS;tb 686;;JM;;;
5747;1691;;Vaissinen/Väisäinen;Johan; ;Weisen; ;;S;VA:Jösse HR;domb h692;;JM;;;
5748;1694;;Vaissinen/Väisäinen;Pål;;Vajssen;;Brandval Finnskog;No;SAH:SØSS;tb 694;;JM;;;
5749;1697;;Vaissinen/Väisäinen;Pål;;Wajsen;Vålberget;Grue Finnskog;No;NRA:KG1:Grue;ungt mannskap 697;;JM;;;
5750;1700;;Vaissinen/Väisäinen;Pål;;Vaisen;Fensjøen;Brandval Finnskog;No;NRA:SA;sfmtl 700;Fk 96:1;;;;
5751;1700;1706;Vaissinen/Väisäinen;Tomas;;Waisan;Pramhus;Eidskog;No;NRA:SA;sfmtl 700;Fk 96:1;;;;
5752;1700; ;Vaissinen/Väisäinen;Tomas;;Waisen;;;No;SAH:Vinger KB;fb 700,704,706;;FS;;;
5753;1705;;Vaissinen/Väisäinen;Tomas;;Vaisen;;;No;SAH:Vinger KB;db 705;;FS;;;
5754;1708; ;Vaissinen/Väisäinen;Pål;;Waisen;;Grue;No;SAH:Vinger KB;fb 708,715;;FS;;;
5755;1709; ;Vaissinen/Väisäinen;Anders;Pålsson;Waisen;Öjeberget;Nyskoga;S;SRA:LR:Norra Ny;mtl 709;;JM/NP;;;
5756;1710;1711;Vaissinen/Väisäinen;Anders; ;Waisen;Mangsliden;Nyskoga;S;SRA:LR:Norra Ny;mtl 710,711,713;;JM/NP;;;
5757;1712;;Vaissinen/Väisäinen;Pål;;Waisen;Lystadberget;Brandval Finnskog;No;SAH:Vinger KB;fb 712;;FS;;;
5758;1712;;Vaissinen/Väisäinen;Anders;;Waison;Mangsliden;Nyskoga;S;SRA:LR:Norra Ny;mtl 712; ;JM/NP;;;
5759;1712;1727;Vaissinen/Väisäinen;Mats;;Waison;Mangsliden;Nyskoga;S;SRA:LR:Norra Ny;mtl 712; ;JM/NP;;;
5760;1714;;Vaissinen/Väisäinen;Anders; ;Waisen;Öjeberget;Nyskoga;S;SRA:LR:Norra Ny;mtl 714,715,719;;JM/NP;;;
5761;1714;;Vaissinen/Väisäinen;Anders;;Vaisen;N Flatåsen;Nyskoga;S;ULA:ÖLA;kontrib 714;;JEB;;;
5762;1714;;Vaissinen/Väisäinen;Ola;Tomasen;Waisen;;;No;SAH:Vinger KB;offentlig skrifte 714;;FS;;;
5763;1720;;Vaissinen/Väisäinen;Anders;Pålsson;Waisen;Öjeberget;Nyskoga;S;VA:Älvdal HR;domb vh720;;JEB,JM;;;
5764;1726; ;Vaissinen/Väisäinen;Anders;;Weiss;;Brandval Finnskog;No;SAH:SØSS;tb 726;;JM;;;
5765;1727;;Vaissinen/Väisäinen;Mats;;Waisen;Snipan;Vitsand;S;SRA:LR:Fryksände;mtl 727; ;JM;;;
5766;1729;;Vaissinen/Väisäinen;Anders;Johansson;Waisen;Svenshöjden;Nyskoga;S;VA:Älvdal HR;domb v729;;JEB;;;
5767;1729;;Vaissinen/Väisäinen;Mats;Johansson;Waisen;Snipan;Vitsand;S;VA:Älvdal HR;domb v729;;JEB;;;
5768;1778; ;Vaissinen/Väisäinen;Johan;;Waisen;Askosberget;Grue Finnskog;No;SAH:SØSS;sp 778;;PF;;;
5769;1817;;Vaissinen/Väisäinen;Henrik;Andersson;Väisäinen;Nybofjäll;Äppelbo;W;SKS;Gottlundiana;Gtl1:305;;;;
5770;1821;;Vaissinen/Väisäinen;Tomas;Andersson;Vaissinen;N Viggen;Nyskoga;S;SKS;Gottlundiana;Gtl2:349;;;;
5771;1821;;Vaissinen/Väisäinen;Per;Andersson;Vaissinen;Svenshöjden;Nyskoga;S;SKS;Gottlundiana;Gtl2:348;;;;
5772;1821;;Vaissinen/Väisäinen;Ola;Håkonsen;Vaissinen;Tysketorpet;Grue Finnskog;No;SKS;Gottlundiana;Gtl2:358;;;;
5773;1821;;Vaissinen/Väisäinen;Kajsa;;Vaissinen;Mulltjärn;Östmark;S;SKS;Gottlundiana;Gtl2:218;;;;
5774;1821;;Vaissinen/Väisäinen;Johan;Andersson;Vaissinen;Svenshöjden;Nyskoga;S;SKS;Gottlundiana;Gtl2:349;;;;
5775;1821;;Vaissinen/Väisäinen;Henrik;Andersson;Vaissinen;Mulltjärn;Östmark;S;SKS;Gottlundiana;Gtl2:230;;;;
5776;1821;;Vaissinen/Väisäinen;Hans;Andersson;Vaissinen;Nollaberget;Nyskoga;S;SKS;Gottlundiana;Gtl2:349;;;;
5777;1821;;Vaissinen/Väisäinen;Brita;Andersdotter;Vaissinen;Svenshöjden;Nyskoga;S;SKS;Gottlundiana;Gtl2:348;;;;
